case_id	filename
350232cb-b9ba-465b-be9a-81afbc6a92e9	b38a841a-f57e-4170-8cbc-17c54aacd580.FPKM.txt.gz
352768f9-3ce1-419c-beef-6515c78f5d7a	37897de3-c6da-4f80-bf9d-a36ee2cf5e15.FPKM.txt.gz
35a7e49e-747b-45ce-9a07-3a5faba0ca94	f1f609a2-4fd6-48fc-8a29-3bc39c6ff178.FPKM.txt.gz
386b629e-fab1-4033-b088-45d6eeb4a13e	bcdc68db-c874-4097-9c46-b06e331caaf5.FPKM.txt.gz
3a3fc890-1985-4353-861b-dc3abfb364b1	d638d8cf-7276-49aa-b2f7-81eb10e7b33d.FPKM.txt.gz
3caf009f-d9e0-4c57-b1d9-8eb59fc833bd	9c10ea63-f990-4c9b-9149-df9583e59610.FPKM.txt.gz
3f960d3b-a58c-43d0-a8a4-f3555b399c9d	eb24e6f8-dc16-4a6d-b584-9046829cc2ef.FPKM.txt.gz
43d98306-8b1f-4840-a1a0-146ba0c36400	2fcb9b43-8a11-4730-b57e-4e9fe9013f1c.FPKM.txt.gz
44ef426e-b67d-4b49-80a3-86681b9abf1a	ca0a0a82-4e82-4559-9666-d19faa3edf8f.FPKM.txt.gz
456bcab3-165d-456f-94e3-f34f81a61d2e	ac22ae42-0d53-4b2e-ad6c-f4c98f9be040.FPKM.txt.gz
4644a15f-3115-4f27-86b2-b092419431e1	020fcc42-97ff-4959-b52f-f7f119c3f643.FPKM.txt.gz
46bfebf4-0ef6-4348-81dc-d7d3cb52c08f	adce8dd4-e2df-43ed-9821-3781ddb7a82f.FPKM.txt.gz
4776b959-d5f5-41ad-ab39-dba6031f6884	c42fa4ad-4f31-4dfd-b499-599896a57517.FPKM.txt.gz
47a4161c-9c61-48f5-b9bc-a6d1acad4e5a	4d4a1165-e304-4aed-9efa-7f6f5bacdb5e.FPKM.txt.gz
4b43da9d-60ee-4269-b44d-d92c034b844c	29f824b7-d899-40c1-b53b-edcb3f8e3d2e.FPKM.txt.gz
4c42dc4e-66b7-40bf-9fbe-b92543248198	effc6b43-7853-4b65-b6a1-265ea15f2846.FPKM.txt.gz
50603cc6-42e6-412f-ab07-4805f728e6b6	64718111-dba7-4f49-9f3a-7f2bccc12cda.FPKM.txt.gz
51c3409d-5df7-4720-83db-0e6de065f82c	68fe871b-c631-469e-87a2-26130f416446.FPKM.txt.gz
521ea765-1bd1-423d-a75d-091243df37a9	1a860864-2ba1-46ad-ad36-018a7b0ec08e.FPKM.txt.gz
52408d9f-2637-4952-9b90-cb607a860f23	f5bb4817-1727-41f9-b7f6-3a4e1818c2df.FPKM.txt.gz
5252c0b7-be05-4c0c-a8ac-afe9ad459489	cbdf8c09-e3f4-4b3e-bdaa-f4a3a4e40068.FPKM.txt.gz
5327e899-a20d-4571-8236-98454bad574e	f6a99d72-7ef2-4c9c-880c-a26bd5fef9c7.FPKM.txt.gz
53abce1d-7e33-4ebd-832f-f3789f67377f	6b015617-e989-4c20-b81f-15bf94d83a09.FPKM.txt.gz
543c0a7d-ccd7-4b8d-98fb-eabec806231d	37355f52-90e5-43e8-a473-0d3bad45a394.FPKM.txt.gz
55a063b0-98ad-4700-b3ce-61bfe364fec8	a5461e7c-620e-49c0-b4bf-f9774b9393af.FPKM.txt.gz
5613f5f6-086d-470b-8f77-6dcb7f8625b7	e52fefef-84a4-4b1d-91e2-9e9735e19e1f.FPKM.txt.gz
5a86d9f1-d38d-4b78-9a23-c7855a20ca2d	2f7160fe-5f34-49bc-95fd-029ce83d8c42.FPKM.txt.gz
5bbeb8a7-3ac2-4ef1-bd48-6f83bc994a75	a3e5cda5-f468-48f3-92fa-864b8bbbecdc.FPKM.txt.gz
5c984433-33cf-42fc-b3ba-511efcdcab19	f67cf68d-56b3-451d-ba21-566664213691.FPKM.txt.gz
5ef9486a-aeff-421d-b620-03ef119d85a5	06227615-f651-462b-948f-c305ba369efa.FPKM.txt.gz
620282f9-f932-4335-9c7d-ece53dcaf7a1	bd7b2c7c-3a38-4a2b-b6eb-5f67572db883.FPKM.txt.gz
652a39f0-c539-4303-bedc-f0d7f4669d9f	2b421eac-4980-4b9c-bddd-ad0818ec15e6.FPKM.txt.gz
66afd908-0c76-469e-abc3-89563de338c6	681955cd-356d-4e64-924b-b0381e3c12bc.FPKM.txt.gz
66bd4c9e-2ebd-4092-a2b0-69027e8af5b8	76c6e110-9a94-4fcf-a534-a21ba4698f86.FPKM.txt.gz
66f3c936-272e-4a1e-8567-f609af411329	6bdfd682-d5da-403d-b901-9d6fec360d3a.FPKM.txt.gz
69d0a566-5fbf-45f6-a240-649b06868e27	0e30bd18-8e8b-4c52-aace-b5587c6df51a.FPKM.txt.gz
69d56f2d-6924-409b-9d1e-c8d69b400270	da09dd77-0b91-4795-bd80-f90a9784b65c.FPKM.txt.gz
6c28f086-6a25-40b6-93eb-bba0014acda6	f728fc58-a4b9-4525-971a-a74a7d676695.FPKM.txt.gz
6c5154d2-af36-492f-b520-d925528824e4	44067d6e-af12-4abf-8795-cb6749b1cc7a.FPKM.txt.gz
6e72d2e2-96fe-4fbb-9fe6-39ec28753eb6	c153c4d8-2005-440d-9249-e8b8f2f73a96.FPKM.txt.gz
6ff96a7e-1b96-4530-b8a8-7f2e9e541955	21800024-cf76-4185-b57b-526539ccdba2.FPKM.txt.gz
722f462d-f939-4bc1-aae4-8f78b1335a87	ce3cc39f-d031-4751-a9fc-d9c7b2fb168f.FPKM.txt.gz
72f88d18-03be-4b51-9f4a-1151521b7292	2fb19a94-bd55-4041-994a-082cd30746f3.FPKM.txt.gz
7338e476-10ff-444a-a16f-429d28355f65	84aa891c-c73e-48eb-bdbe-5774c2dc3c58.FPKM.txt.gz
7340f325-579f-4b90-96aa-3a7b362129ca	7c03de7a-fafa-4f25-96bd-dc283674a273.FPKM.txt.gz
737b35e1-d668-4fce-9b6e-76946c7952b6	4ea9f653-d97f-4e04-ad32-620017803919.FPKM.txt.gz
74139255-a635-4c87-814d-3dd04ed630a8	982e2940-10b0-4383-bde8-f7ccb9920fc4.FPKM.txt.gz
74ce7e7f-e214-4b6e-8551-114a153ab7fb	3f171964-37b4-43a2-b2f9-1b51dd924a7e.FPKM.txt.gz
752a6e21-9a91-417f-beba-bfdf331d5cac	f47c3aa6-0f0d-4e0d-b6cf-bf565d511d6d.FPKM.txt.gz
79a68b32-29a3-47bf-9b2b-643ec7323d73	38195109-056a-4a1f-997e-0f77e20b647b.FPKM.txt.gz
7a650a2c-bc3f-4e0c-820e-4f492977107b	8b3a593a-2359-476a-a501-e1baaa4873bb.FPKM.txt.gz
7cada85b-00b1-41e5-9924-e09eb077ad56	a5525401-79be-4c7a-9107-71c022778d65.FPKM.txt.gz
7cbabf1d-ec38-4048-ae1c-7d0f3001691b	fffc1088-c5a6-46a0-b050-860184f6ded2.FPKM.txt.gz
7fe37feb-e205-4524-8c98-1f9ac5fe0700	e13a37ca-e668-4315-b156-f4eeb5814c05.FPKM.txt.gz
872abc8a-6c1f-4114-b993-7d0327fb38bd	2afdb646-75ca-4bc9-9c12-30a27f994ecd.FPKM.txt.gz
878584ad-e6b6-493a-9f7f-3e284f5d9f68	c3d1dc80-eea8-43f8-8436-5bd0ee6a3b07.FPKM.txt.gz
884f867b-4a8b-4b67-8fe4-ab3f068be84e	eaff8d68-43f9-48bf-ad8b-8d0f452d3775.FPKM.txt.gz
8d2e88d9-d8d0-4c42-8aa2-205a788dea58	4befb3ab-b606-4035-a0b0-639032962767.FPKM.txt.gz
8da3103e-3e6c-4176-a583-d5fe5e60601e	28f0c53a-abdd-4789-adcf-f59132ae3a92.FPKM.txt.gz
8df94420-c736-4a36-b001-5dbe3dff17f0	760c3a6c-809b-4d7e-9ec6-f5b713e8057d.FPKM.txt.gz
8e6b9705-e9d2-4fbc-ac03-35c1a5115eef	5cb8a505-e571-4faa-ab14-71e7b6a45a89.FPKM.txt.gz
8ff9f921-f9e9-41c1-a5d4-891fd4cfe979	48a2e1f7-04c0-4013-83b6-fde730168435.FPKM.txt.gz
9348e446-0e43-4210-b07e-c534980cbf62	eb80bbc4-7186-4872-86df-90629a53ecb1.FPKM.txt.gz
93ed7a2b-b0cb-4a84-871f-5c34a0b6a640	d984a0e2-d502-4003-bdbf-a0364d4e5a78.FPKM.txt.gz
987cb702-057b-4198-8ef3-9cf6a9c51989	89b84c10-956d-4ce6-8837-8d97db837d8c.FPKM.txt.gz
98e2f2ec-bdcd-490a-bf45-600e3b6c7491	cd925805-378c-4070-a7f3-ba8084efd836.FPKM.txt.gz
9ad6c241-ccc5-4532-a6ac-098271b13b5f	50a6757f-496c-4d2d-9463-f948c09c28f6.FPKM.txt.gz
9b9654c9-5a64-4a8e-b1f0-987437e6012e	9c14c8ea-c5c4-42b5-873b-231efb65898a.FPKM.txt.gz
9d1d9ae5-4640-4060-a207-c9c5b0e905e1	c3f677f7-168a-414b-8006-a9cec7da0994.FPKM.txt.gz
a2338b30-f511-4163-af3b-1e4a40ff00e1	53d78258-1650-4793-a01d-d2c065215fb9.FPKM.txt.gz
a262928c-e20a-4c02-8114-1227e05c43e1	bc8b9c8b-d288-436e-9e33-8c31a9575ce7.FPKM.txt.gz
a28b256e-e085-467d-bdba-5c39718012d7	c8460566-8199-4a4d-93fd-67692611992d.FPKM.txt.gz
a2ac9937-f351-4d78-9261-264bf6c21e0c	19f1375f-51f2-4f4c-88fe-6fc84c37e5b6.FPKM.txt.gz
a515cf2d-e918-4958-9bf6-e611b425a97e	6a7c7af6-b3b4-44a1-93bb-79a143db53d0.FPKM.txt.gz
a597bfa8-8c4d-4f8e-9d85-8a9fdc2c56ff	02654be6-2049-4000-a0ac-c26f7ba6f0c9.FPKM.txt.gz
aa7ad106-eadc-489e-83b2-5698652434ea	b888bce3-6b9e-494b-b1e8-13714c8b5267.FPKM.txt.gz
af055b98-be6a-4012-ac64-f1b6539b23d0	37889f67-62a8-483b-97af-d8391806ede9.FPKM.txt.gz
b1c4579c-72fa-4974-830c-b6a81ace45f4	d6cdbf9a-1009-4ee1-b041-a3744f4166ac.FPKM.txt.gz
b37d944c-c65c-46d6-bb8b-3eb37cb85b68	bdba7172-5280-41f6-8082-dbf8983c4089.FPKM.txt.gz
b98184b9-6190-4e95-a1cf-8cffb44b9963	ed9fe516-13b7-45d1-8d17-40ca9a96bbd0.FPKM.txt.gz
ba383ea6-c885-49f0-bddc-e00be0230a6b	742b41f9-faca-4bad-a2a5-5d40b8bf06ce.FPKM.txt.gz
bc316a17-9d73-4ef3-97e9-c4ac5516b75a	47b09db5-8cbf-4385-9178-d943b48ebc53.FPKM.txt.gz
bc7a0c8f-c1c1-447c-8019-389e52525081	39701843-3dae-4114-b04c-b3387e402e4f.FPKM.txt.gz
bde84ea9-55c9-4d6d-be86-58fd9222c1d6	a504b1cd-7d40-40e8-8d58-267c680768e5.FPKM.txt.gz
be3a7ef3-34ed-40e1-9d9c-187940596b26	e9a0fc7b-94ea-477d-918a-1ef80fefefcd.FPKM.txt.gz
c04657d2-b71b-4402-82fa-02747cce331d	502fc9a8-6409-4b7a-a0f8-abed308ce84a.FPKM.txt.gz
c184c3ca-7ad3-4202-b108-cb9fd5f5d947	7cc30f38-a19e-4552-a5ca-64a11575abed.FPKM.txt.gz
c29d73c0-c885-4105-bf74-38e9178e71c9	3462c776-160b-4ffc-9be8-69b08abf9780.FPKM.txt.gz
c2f7f72f-13ae-4efc-9cda-69ca037b4498	ea50d2da-4f84-46dc-8036-c34392793aed.FPKM.txt.gz
c34760a2-f70e-48c4-a7c2-eb359f8aeb71	8b4a22e2-e19a-4f8c-9f8f-a19f69fc8cbf.FPKM.txt.gz
c7b4fd72-b45d-4524-8424-983120abfec0	b3850d71-3e90-4b9f-9057-55297d8b72bc.FPKM.txt.gz
c931f3bd-74c5-4ebd-bc0f-c7c6becd25ab	6836d774-e17b-4198-b22a-47d05819b05d.FPKM.txt.gz
c970240f-03e2-4395-85be-5eb81a69b710	a75c6098-ff48-43c2-b56d-6fa448ddebfb.FPKM.txt.gz
c9e4f0bf-48fc-4600-9e03-314bc575273f	b25c8e4d-f6ca-4079-9120-b96147b9091e.FPKM.txt.gz
ca893d12-3d6c-4e6f-b0e7-7f4eb8bb724b	30e10839-2ba1-4fd1-82ed-ad8fe4e72794.FPKM.txt.gz
cd73f38a-f6ff-4e7b-bd43-ec7b82dbe7df	e87cfbaa-791e-4a6b-8ec8-28df636e7cdc.FPKM.txt.gz
cf286533-5c8a-40f3-9c69-f46264c7893b	fcc54ed3-5ba9-461f-a3a5-72b8eb89e4da.FPKM.txt.gz
d1547b99-3c96-4c62-8261-5111bcf860a9	d90b02f3-4c68-40ec-9704-1d1d6706e402.FPKM.txt.gz
d558203d-3f70-42d4-accb-008ace280f48	bcbb79d8-1d4a-4fbb-b16c-4df86839773e.FPKM.txt.gz
d59ffef5-f39b-4627-a7c7-6920b99c2408	bdba30ab-5b63-4e14-b203-8a834022db68.FPKM.txt.gz
d6a48eb1-7c20-4ae3-ae35-b6b641238ef1	844bbccc-8e4e-4c0a-ad29-0aa196f14c26.FPKM.txt.gz
d6de8d1c-e5ff-45cd-b53e-f943d2578713	284d5f4a-5b44-42f7-90e6-14a5250183aa.FPKM.txt.gz
d73ca945-b60b-4b5c-ac53-7ef2602a4951	8917fe2a-c1bb-440c-8ea5-655504006a63.FPKM.txt.gz
d9fcf27f-48e3-43fd-a8cf-3db246cf4221	456ef025-b7f0-4040-90dd-5bcc2e476bfc.FPKM.txt.gz
da5f6940-e8ee-4fd1-a8da-4cd68e02e59c	2556ce90-db5f-4beb-897a-db3cf556e054.FPKM.txt.gz
dd76930a-1678-4b70-9864-730534174d41	7f7121ff-1399-40da-a792-b7c31bc76570.FPKM.txt.gz
de7b7cac-f094-4d59-8651-e991e34ea093	90629e6e-2e1e-4f31-884a-6bca2c24ce11.FPKM.txt.gz
dfa3ef71-7006-4c6d-81c4-e0c0c7b75c26	cbc1bf1c-8ddd-424a-b95a-5ca231d94e63.FPKM.txt.gz
e0e1b5b3-6e3c-4b79-aa2a-32b320c3e45a	1ed5fd9b-a682-4e81-bda1-7ed085f4355d.FPKM.txt.gz
e17a6048-7a72-42c0-ad3f-97cbff02bc9f	dc3875c2-1a88-491c-bf98-fa344dd3b07e.FPKM.txt.gz
e2e83064-7d1c-4dd5-993f-cc7a5ee228ed	8cb39efc-4bfb-49df-bc48-159d9211bc5a.FPKM.txt.gz
e3251837-f6f3-4dad-856f-108e20d03dad	8af78255-e426-4a5d-a997-84946f5e459c.FPKM.txt.gz
e6e2d4c3-d37c-4de3-ac68-b301800770f0	19680925-a148-4f8a-af3b-9137746d663f.FPKM.txt.gz
e876dd29-68b0-4bf1-83d1-488c40068a35	ab5f9e4e-ff6a-4353-83f4-5ffddca0050a.FPKM.txt.gz
e921772f-f81a-49bc-b35e-3354c94447c0	fe09042c-c233-4f10-b8ad-d5da80aaf60d.FPKM.txt.gz
ea3b5da2-6a12-400c-bf0f-e442f5ec1132	2c15cc20-2347-4bfc-826d-a062f6d74b46.FPKM.txt.gz
ea82c1da-eada-4108-80ec-77ce891d82a7	44ed61ae-e74e-40d7-98ce-7803e040567f.FPKM.txt.gz
eae44c1c-1628-4b58-8b90-d3372e3577d5	3fca2c7c-2541-418d-8f45-2a48814ca574.FPKM.txt.gz
edcfac32-adb4-4fe7-86a0-309d3c6430e5	6508275a-e712-424e-bdaf-b9e1b07b0f95.FPKM.txt.gz
eddbca7a-d668-4c5d-9843-340d7f18e30e	01521666-f595-4074-aea1-f7ab78db062b.FPKM.txt.gz
ee3fc631-1e88-4f70-ab31-335851b38640	c1fdf09e-3960-4aaa-8c49-fe64c6c5bcea.FPKM.txt.gz
f19850cb-50c4-4f3a-ba80-b1464958ffa8	02d43414-c8c9-42d3-8009-f9fb164dc8e0.FPKM.txt.gz
f2de4316-026c-4c2d-b091-47bc0ec8612a	95b626ff-eb72-4539-b85b-2dea5a174fc2.FPKM.txt.gz
f45f4a30-6b4c-4f15-9140-959d6a25a45f	e2a01ce0-a2fb-435a-9b05-7758e14d4157.FPKM.txt.gz
f4fe7c02-be19-4929-8638-960e5776494c	746ed118-eb9f-43a5-bcda-872999ae7128.FPKM.txt.gz
f6b2f52b-284d-4bde-9a3d-a0f458d07f08	95e82e2f-d87e-4785-9e8e-c6b41d8b73f0.FPKM.txt.gz
f7ba48c8-46cf-40a9-8826-7e1f67d57171	dfa2ddfb-c161-4c8c-a538-be6e00a8466e.FPKM.txt.gz
